source	sample	population	population_name	superpopulation	superpopulation_name
ggvp	SC_GMMAN5482252	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482255	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482256	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482258	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482260	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482266	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482268	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482274	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482276	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482282	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482283	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482284	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482285	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482290	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482291	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482292	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482293	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482298	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482299	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482300	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482301	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482306	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482307	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482308	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482309	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482314	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482315	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482316	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482322	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482323	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482324	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482332	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482340	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMMAN5482348	GWD	Gambian Mandinka	AFR	African Ancestry
ggvp	SC_GMWOF5428705	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428707	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428708	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428713	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428715	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428716	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428721	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428723	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428724	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428728	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428729	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428731	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428732	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428736	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428737	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428739	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428740	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428744	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428745	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428747	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428748	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428755	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428762	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428763	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428770	GWW	Gambian Wolof	AFR	African Ancestry
ggvp	SC_GMWOF5428771	GWW	Gambian Wolof	AFR	African Ancestry
